Prova,Numero_Questao,Enunciado,Alternativa_A,Alternativa_B,Alternativa_C,Alternativa_D,Alternativa_Correta,Justificativa
xxiii,77,"A sociedade empresária Arco Íris Limpeza Ltda. foi citada para pagar o valor de uma dívida trabalhista homologada pelo juiz e, sem apresentar guia de pagamento ou arrolar bens, apresentou embargos de devedor, nos quais aponta diversas inconsistências nos cálculos. Diante disso, de acordo com a CLT, assinale a afirmativa correta.","A Justiça do Trabalho passou a adotar o sistema do CPC, pelo qual não há necessidade de garantir o juízo para embargar, de modo que os embargos serão apreciados.","A CLT prevê que, para o ajuizamento de embargos de devedor, é necessário garantir o juízo com 50% do valor da dívida exequenda, o que não aconteceu na espécie.","Sem a garantia do juízo, o executado não poderá ajuizar embargos de devedor, de modo que as matérias por ele trazidas não serão apreciadas naquele momento.","A CLT determina quem, havendo ajuizamento de embargos de devedor, o executado é obrigado a declarar, o valor que entende devido e a depositar essa quantia à disposição do juízo.",C,"O artigo 884 do Decreto-Lei 5.452/43, Consolidação das Leis do Trabalho - CLT, prevê o prazo de 5 dias para o executado apresentar embargos, mas, para tanto, deve garantir integralmente o juízo."
xxiii,78,"Rita é engenheira e trabalhou na empresa Irmãos Construtores Ltda. por 3 anos. Ao ser dispensada, ajuizou ação trabalhista em face da ex-empregadora. Como tinha experiência na área de recursos humanos de empregos anteriores, decidiu ela própria fazer sua defesa jurídica, não buscando, portanto, a assistência de advogado ou sindicato. Elaborou a petição inicial, compareceu à audiência e formulou perguntas para testemunhas e para a parte ré. Ao término da instrução o juiz prolatou sentença de improcedência do petitório de Rita, a qual, inconformada, interpôs recurso ordinário, que teve provimento negado, sendo mantida a sentença de primeiro grau. Ainda inconformada, adotando o mesmo sistema, entendendo ter havido violação literal de dispositivo constitucional tanto na sentença de primeiro grau como no acórdão, Rita, da mesma forma e desacompanhada de advogado, interpõe o competente recurso de revista para o TST. Com base na jurisprudência consolidada do TST acerca da postulação em causa própria, assinale a afirmativa correta.",O recurso deverá ser conhecido e provido.,"O recurso deveria ser endereçado ao STF, em razão da alegada violação constitucional.",Não cabe mais recurso do julgado.,O recurso deverá ter o seguimento negado por irregularidade de representação.,D,"O jus postulandi estabelecido no artigo 791 do Decreto-Lei 5.452/43, Consolidação das Leis do Trabalho - CLT, não alcança a ação rescisória, a ação cautelar, o mandado de segurança e os recursos de competência do Tribunal Superior do Trabalho. Dessa forma, para que Rita pudesse interpor recurso de revista, deveria ter contratado profissional habilitado (advogado) para tanto - Súmula 425 do TST."
xxiii,79,"Reinaldo, Wilma e Teodoro trabalharam no restaurante Fino Paladar Ltda. Todos procuraram o mesmo advogado para apresentar reclamação trabalhista: Reinaldo diz que não recebeu horas extras, Wilma informa que não recebeu as verbas resilitórias e Teodoro diz que não recebeu a participação nos lucros. Diante da situação retratada, e de acordo com a CLT, assinale a afirmativa correta.","Não é possível o ajuizamento de reclamação plúrima, porque os pedidos são distintos.","A CLT não traz os requisitos para o litisconsórcio ativo e, por isso, ficará a critério do juiz aceitar o ingresso conjunto.","Cabe manejo da reclamação plúrima, porque o empregador é o mesmo.","No caso apresentado, caberá o ajuizamento de dissídio coletivo.",A,"O ajuizamento de reclamações plúrimas (quando há litisconsórcio ativo) é permitida, desde que haja identidade de matérias. Não necessariamente os mesmos pedidos, podem ser diferentes, mas que devem ter alguma conexão, uma identidade de matérias evitando, assim, a confusão processual e até mesmo a violação do princípio da celeridade. Artigo 842 do Decreto-Lei 5.452/43, Consolidação das Leis do Trabalho - CLT."
xxiii,80,"Cristóvão trabalhava na sociedade empresária Solventes Químicos S/A como motorista de empilhadeira. Ocorre que, em uma viagem de lazer feita nas férias, Cristóvão sofreu um acidente automobilístico e veio a óbito. Cristóvão deixou viúva, com quem era casado há 28 anos pelo regime da comunhão parcial de bens, e cinco filhos, sendo três deles maiores de 21 anos e capazes, e dois menores de 21 anos. Diante da tragédia ocorrida, a sociedade empresária calculou as verbas devidas em razão da extinção contratual decorrente da morte e pretende efetuar o pagamento a quem de direito. De acordo com a legislação de regência, assinale a opção que contempla os beneficiários dessa verba.","Somente a esposa e os filhos menores, por serem dependentes previdenciários passíveis de habilitação junto ao INSS, dividirão igualmente a verba decorrente do contrato de trabalho.","A viúva e todos os filhos são sucessores, motivo pelo qual a verba deverá ser rateada igualmente entre todos, conferindo-se isonomia.","A viúva, por ser herdeira e meeira, ficará com 50% da indenização pela ruptura do contrato de trabalho, dividindo-se o restante, igualmente, entre os filhos.","A Lei não é clara sobre quem deve receber a indenização, razão pela qual caberá ao juiz, no caso concreto e verificando a necessidade de cada herdeiro, fazer a divisão justa e equânime.",A,"No caso em apreço, os dependentes elencados no artigo 16 da lei 8.213/91 estão habilitados a receber as verbas previdenciárias. Desta forma, tem direito ao benefício previdenciário somente a esposa e os filhos menores de 21 anos, por serem dependentes previdenciários passíveis de habilitação junto ao INSS, e, conforme o artigo 1º da Lei 6.858/80, os parentes anteriormente mencionados dividirão igualmente a verba decorrente do contrato de trabalho."
xxii,1,"Marcelo, renomado advogado, foi convidado para participar de matéria veiculada pela Internet, por meio de portal de notícias, com a finalidade de informar os leitores sobre direitos do consumidor. Ao final da matéria, mediante sua autorização, foi divulgado o e-mail de Marcelo, bem como o número de telefone do seu escritório. Sobre essa situação, de acordo com o Código de Ética e Disciplina da OAB, assinale a afirmativa correta.","Marcelo não pode participar de matéria veiculada pela Internet, pois esse fato, por si só, configura captação de clientela.","Marcelo pode participar de matéria veiculada pela Internet, mas são vedadas a referência ao e-mail e ao número de telefone do seu escritório ao final da matéria.",Marcelo pode participar de matéria veiculada pela Internet e são permitidas a referência ao e-mail e ao número de telefone do seu escritório ao final da matéria.,"Marcelo pode participar de matéria veiculada pela Internet, mas é vedada a referência ao número de telefone do seu escritório ao final da matéria, sendo permitida a referência ao seu e-mail.",C,"Marcelo pode participar de matéria veiculada pela Internet, todavia, deverá se olvidar do fornecimento de dados de contato, como endereço e telefone, sendo permitida, estritamente, a referência a e-mail, conforme determina o artigo 40, inciso V do Código de Ética e Disciplina da OAB - CED."
xxii,2,"Cláudio, advogado inscrito na Seccional da OAB do Estado do Rio de Janeiro, praticou infração disciplinar em território abrangido pela Seccional da OAB do Estado da São Paulo. Após representação do interessado, o Conselho de Ética e Disciplina da Seccional da OAB do Estado do Rio de Janeiro instaurou processo disciplinar para apuração da infração. Sobre o caso, de acordo com o Estatuto da OAB, o Conselho de Ética e Disciplina da Seccional da OAB do Estado do Rio de Janeiro","não tem competência para punir disciplinarmente Cláudio, pois a competência é exclusivamente do Conselho Seccional em cuja base territorial tenha ocorrido a infração, salvo se a falta for cometida perante o Conselho Federal.","tem competência para punir disciplinarmente Cláudio, pois a competência é exclusivamente do Conselho Seccional em que o advogado se encontra inscrito, salvo se a falta for cometida perante o Conselho Federal.","tem competência para punir disciplinarmente Cláudio, pois a competência é concorrente entre o Conselho Seccional em que o advogado se encontra inscrito e o Conselho Seccional em cuja base territorial tenha ocorrido a infração, salvo se a falta for cometida perante o Conselho Federal.","não tem competência para punir disciplinarmente Cláudio, pois a competência é exclusivamente do Conselho Federal, ainda que a falta não tenha sido cometida perante este, quando o advogado for inscrito em uma Seccional e a infração tiver ocorrido na base territorial de outra.",A,"Conforme determina o artigo 70 da Lei 8.906/94, Estatuto da Advocacia e a Ordem dos Advogados do Brasil, a competência para punir disciplinarmente Cláudio é do Conselho Seccional em cuja base territorial tenha ocorrido a infração, salvo se a falta houvesse sido cometida perante o Conselho Federal."
xxii,3,"Juliana, advogada, foi empregada da sociedade empresária OPQ Cosméticos e, em razão da sua atuação na área tributária, tomou conhecimento de informações estratégicas da empresa. Muitos anos depois de ter deixado de trabalhar na empresa, foi procurada por Cristina, consumidora que pretendia ajuizar ação cível em face da OPQ Cosméticos por danos causados pelo uso de um de seus produtos. Juliana, aceitando a causa, utiliza-se das informações estratégicas que adquirira como argumento de reforço, com a finalidade de aumentar a probabilidade de êxito da demanda. Considerando essa situação, segundo o Estatuto da OAB e o Código de Ética e Disciplina da OAB, assinale a afirmativa correta.","Juliana não pode advogar contra a sociedade empresária OPQ Cosméticos, tampouco se utilizar das informações estratégicas a que teve acesso quando foi empregada da empresa.","Juliana pode advogar contra a sociedade empresária OPQ Cosméticos, mas não pode se utilizar das informações estratégicas a que teve acesso quando foi empregada da empresa.",Juliana pode advogar contra a sociedade empresária OPQ Cosméticos e pode se utilizar das informações estratégicas a que teve acesso quando foi empregada da empresa.,"Juliana não pode advogar contra a sociedade empresária OPQ Cosméticos, mas pode repassar as informações estratégicas a que teve acesso quando foi empregada da empresa, a fim de que sejam utilizadas por terceiro que patrocine a causa de Cristina.",B,"O artigo 21 do Código de Ética e Disciplina da OAB - CED, esclarece sobre a possibilidade de advogar em nome de terceiros em face de ex-cliente ou ex-empregador, judicial ou extrajudicialmente, explicitando ser possível, desde que o profissional não utilize informações obtidas através dessa relação que existiu."
xxii,4,"Em determinada subseção da OAB, constatou-se grave violação à disciplina prevista na Lei nº 8.906/94, no que diz respeito ao exercício de suas atribuições de representar a OAB perante os poderes constituídos e de fazer valer as prerrogativas do advogado. Considerando a situação hipotética narrada, assinale a afirmativa correta.",Compete ao Conselho Federal da OAB intervir na aludida subseção mediante voto de dois terços de seus membros.,Compete ao Conselho Federal da OAB intervir na aludida subseção mediante decisão por maioria do Órgão Especial do Conselho Pleno.,Compete ao Conselho Seccional respectivo da OAB intervir na aludida subseção mediante decisão unânime de sua diretoria.,Compete ao Conselho Seccional respectivo da OAB intervir na aludida subseção mediante voto de dois terços de seus membros.,D,"Competirá ao Conselho Seccional, mediante o voto de dois terços de seus membros, a intervenção em subseção onde for constatada grave violação dos diplomas legais regulatórios da atividade advocatícia, conforme determina o artigo 60, parágrafo 6º da Lei 8.906/94, Estatuto da Advocacia e a Ordem dos Advogados do Brasil."
xxii,5,"Os advogados Raimundo da Silva, Severino da Silva e Juscelino da Silva constituíram sociedade simples de prestação de serviços de advocacia, denominada Silva Advogados, com o registro aprovado dos seus atos constitutivos no Conselho Seccional da OAB pertinente ao local da sede. Severino figura como sócio-gerente. Além dos três advogados, não há outros sócios ou associados.","Os atos indispensáveis à satisfação das finalidades da pessoa jurídica apenas podem ser praticados por Raimundo, Severino ou Juscelino, sendo vedada a prática de atos por Silva Advogados, uma vez que as atividades necessárias ao desempenho da advocacia devem ser exercidas individualmente, ainda que revertam à sociedade os proveitos.","Os atos indispensáveis à satisfação das finalidades da pessoa jurídica podem ser praticados por Silva Advogados; porém, os atos privativos de advogado devem ser praticados por Raimundo, Severino ou Juscelino.",Os atos indispensáveis à satisfação das finalidades da pessoa jurídica e os atos privativos de advogado podem ser praticados por Silva Advogados.,"Os atos destinados à satisfação das finalidades da pessoa jurídica apenas devem ser praticados por Severino, sendo vedada a prática de atos por Silva Advogados, uma vez que as atividades necessárias ao desempenho da advocacia devem ser exercidas individualmente, ainda que revertam à sociedade os proveitos. Os atos também não podem ser praticados pelos demais sócios, já que Severino figura como sócio-gerente.",B,"Conforme previsão do artigo 42 do Regulamento Geral do Estatuto da Advocacia e da OAB e do artigo 15, parágrafo 3º da Lei 8.906/94, Estatuto da Advocacia e a Ordem dos Advogados do Brasil, a sociedade Silva Advogados poderá praticar atos indispensáveis à satisfação das finalidades da pessoa jurídica, no entanto, em relação aos atos privativos do advogado, deverão ser praticados individualmente por cada profissional constituído."
xxii,6,"Carolina, Júlia, Bianca e Maria são advogadas. Carolina é servidora estadual não enquadrada em hipótese de incompatibilidade; Júlia está cumprindo suspensão por infração disciplinar; Bianca está licenciada por requerimento próprio justificado; e Maria é servidora federal não enquadrada em hipótese de incompatibilidade. As quatro peticionam, como advogadas, isoladamente e em atos distintos, em ação judicial proposta em face da União. Diante da situação narrada, de acordo com o Estatuto da OAB, são válidos os atos praticados","por Carolina, apenas.","por Carolina e Bianca, apenas.","por Carolina, Bianca e Maria, apenas.","por Carolina, Julia, Bianca e Maria.",A,"Carolina: é servidora do Estado, logo pode advogar contra órgão federal, já Julia, suspensa, não pode advogar. Por sua vez, Bianca, licenciada, não pode advogar e Maria é servidora da União, logo pode advogar contra órgão Município, Estados e Distrito Federal, menos em face de órgão Federal, que é o órgão que a remunera. Desta forma, conforme se extrai do artigo 30, inciso I, da Lei 8.906/94, Estatuto da Advocacia e a Ordem dos Advogados do Brasil, os únicos atos válidos serão os praticados por Carolina."
xxii,7,"O Conselho Seccional X da OAB criou dez subseções e uma Caixa de Assistência dos Advogados. Dentre as subseções, inclui-se a Subseção Y, cuja área territorial abrange um município. Considerando a hipótese narrada, analise as afirmativas a seguir e assinale a única correta.","O Conselho Seccional X é dotado de personalidade jurídica própria; já a Caixa de Assistência dos Advogados e a Subseção Y não possuem personalidade jurídica própria, caracterizando-se como partes autônomas do Conselho Seccional X.","O Conselho Seccional X e a Caixa de Assistência dos Advogados são dotados de personalidade jurídica própria; já a Subseção Y não possui personalidade jurídica própria, caracterizando-se como parte autônoma do Conselho Seccional X.","O Conselho Seccional X, a Caixa de Assistência dos Advogados e a Subseção Y não possuem personalidade jurídica própria. Trata-se de órgãos da Ordem dos Advogados do Brasil (OAB), a qual é dotada de personalidade jurídica.","O Conselho Seccional X, a Caixa de Assistência dos Advogados e a Subseção Y possuem, cada qual, personalidade jurídica própria.",B,"As Caixas de Assistência dos Advogados, bem como os Conselhos Seccionais, possuem personalidade jurídica própria. As subseções, por sua vez, não. Conforme se depreende do artigo 45, parágrafos 2º, 3º e 4º da Lei 8.906/94, Estatuto da Advocacia e a Ordem dos Advogados do Brasil."
xxii,8,"Viviane, Paula e Milena são advogadas. Viviane acaba de dar à luz, Paula adotou uma criança e Milena está em período de amamentação. Diante da situação narrada, de acordo com o Estatuto da OAB, assinale a afirmativa correta.",Viviane e Milena têm direito a reserva de vaga nas garagens dos fóruns dos tribunais.,"Viviane e Paula têm direito à suspensão de prazos processuais, em qualquer hipótese, desde que haja notificação por escrito ao cliente.","Viviane, Paula e Milena têm direito de preferência na ordem das audiências a serem realizadas a cada dia, mediante comprovação de sua condição.",Paula e Milena têm direito a entrar nos tribunais sem serem submetidas a detectores de metais e aparelhos de raio-X.,C,"Por força da previsão do artigo 7º-A, inciso III da Lei 8.906/94, Estatuto da Advocacia e a Ordem dos Advogados do Brasil, Viviane, Paula e Milena têm direito de preferência na ordem das audiências a serem realizadas a cada dia, mediante comprovação de sua condição."
xxii,9,"A advogada Maria foi procurada por certo cliente para o patrocínio de uma demanda judicial. Ela, então, apresentou ao cliente contrato de prestação de seus serviços profissionais. A cláusula dez do documento estabelecia que Maria obrigava-se apenas a atuar na causa no primeiro grau de jurisdição. Além disso, a cláusula treze dispunha sobre a obrigatoriedade de pagamento de honorários, em caso de ser obtido acordo antes do oferecimento da petição inicial. Irresignado, o cliente encaminhou cópia do contrato à OAB, solicitando providências disciplinares. Sobre os termos do contrato, assinale a afirmativa correta.","A cláusula dez do contrato viola o disposto no Código de Ética e Disciplina da OAB, uma vez que é vedada a limitação do patrocínio a apenas um grau de jurisdição. Quanto à cláusula treze, não se vislumbram irregularidades.","Não se vislumbram irregularidades quanto às cláusulas dez e treze do contrato, ambas consonantes com o disposto no Estatuto da OAB e no Código de Ética e Disciplina da OAB.","A cláusula treze do contrato viola o disposto no Código de Ética e Disciplina da OAB, uma vez que o advogado não faz jus ao recebimento de honorários contratuais em caso de acordo feito entre o cliente e a parte contrária, anteriormente ao oferecimento da demanda. Quanto à cláusula dez, não se vislumbram irregularidades.","A cláusula dez do contrato viola o disposto no Código de Ética e Disciplina da OAB, uma vez que é vedada a limitação do patrocínio a apenas um grau de jurisdição. A cláusula treze do contrato também viola o disposto no Código de Ética e Disciplina da OAB, uma vez que o advogado não faz jus ao recebimento de honorários contratuais em caso de acordo feito entre o cliente e a parte contrária, anteriormente ao oferecimento da demanda.",B,"Tanto a cláusula 10 (limitação de instância), quanto a cláusula 13 (honorários em caso de acordo) encontram guarida no Código de Ética e Disciplina da OAB em seu artigo 48, parágrafo 1º."
xxii,10,"No ano de 2017, deverá se realizar a Conferência Nacional da Advocacia Brasileira, órgão consultivo máximo do Conselho Federal, que se reúne trienalmente. Cientes do evento, Raul, Francisco e Caetano decidem participar como membros efetivos da Conferência. Raul, advogado, é conselheiro de certo Conselho Seccional da OAB. Francisco é advogado, regularmente inscrito na OAB, e não exerce previamente função junto a qualquer órgão da instituição. Caetano é estagiário, regularmente inscrito como tal junto à OAB, e também não exerce previamente função em nenhum de seus órgãos. Considerando o disposto no Regulamento Geral do Estatuto da Advocacia e da OAB, assinale a afirmativa correta.","Raul participará como membro efetivo da Conferência Nacional da Advocacia Brasileira, caso em que terá direito a voto. Os demais, mesmo inscritos na Conferência, poderão participar apenas como convidados ou ouvintes, sem direito a voto.","Francisco, se inscrito, e Raul participarão como membros efetivos da Conferência Nacional da Advocacia Brasileira. Porém, o direito a voto é conferido apenas a Raul. Caetano, ainda que inscrito na conferência, somente poderá participar como ouvinte.","Francisco e Caetano, se inscritos na Conferência Nacional da Advocacia Brasileira, dela participarão como membros efetivos, mas o direito a voto é conferido apenas a Francisco. Raul fica impedido de participar como membro efetivo da conferência, tendo em vista que já exerce função em órgão da OAB.","Raul participará como membro efetivo da Conferência Nacional da Advocacia Brasileira. Do mesmo modo, Francisco e Caetano, se inscritos na conferência, poderão participar como membros efetivos, permitindo-se, aos três, o direito a voto.",D,"Raul participará como membro efetivo da Conferência Nacional da Advocacia Brasileira em razão de sua condição como conselheiro. Do mesmo modo, Francisco e Caetano, por estarem inscritos na Conferência, poderão participar como membros efetivos, permitindo-se, aos três, o direito a voto, conforme determina o artigo 146, inciso I do Regulamento Geral do Estatuto da Advocacia."
xxii,11,"Um sério problema com o qual o advogado pode se deparar ao lidar com o ordenamento jurídico é o das antinomias. Segundo Norberto Bobbio, em seu livro Teoria do Ordenamento Jurídico, são necessárias duas condições para que uma antinomia ocorra. Assinale a opção que, segundo o autor da obra em referência, apresenta tais condições.","As duas normas em conflito devem pertencer ao mesmo ordenamento; as duas normas devem ter o mesmo âmbito de validade, seja temporal, espacial, pessoal ou material.",Ambas as normas devem ter procedido da mesma autoridade legislativa; as duas normas em conflito não devem dispor sobre uma mesma matéria.,Ocorre no âmbito do processo judicial quando há uma divergência entre a decisão de primeira instância e a decisão de segunda instância ou quando um tribunal superior de natureza federal confirma a decisão de segunda instância.,As duas normas aplicáveis não apresentam uma solução satisfatória para o caso; as duas normas não podem ser integradas mediante recurso a analogia ou costumes.,A,"Norberto Bobbio, em sua “Teoria do ordenamento jurídico” criou os Metacritérios clássicos para resolver estes conflitos. Sendo três os critérios clássicos: a) Critério Cronológico (mais fraco dos três): a norma mais nova prevalece sobre a mais antiga; b) Critério da Especialidade (intermediário): a norma especial prevalece sobre a geral; c) Critério Hierárquico (Mais forte dos três): a norma superior prevalece sobre a inferior*. Segundo Bobbio, para que ocorra a chamada antinomia, as duas normas devem pertencer ao mesmo ordenamento jurídico e devem ter o mesmo âmbito de validade. Distingue-se quatro âmbitos de validade de uma norma: temporal, espacial, pessoal e material. *BOBBIO, Norberto. Teoria do ordenamento jurídico. 6 ed. Brasília: Editora Universidade de Brasília, 1995."
xxii,12,"A principal tese sustentada pelo paradigma do positivismo jurídico é a validade da norma jurídica, independentemente de um juízo moral que se possa fazer sobre o seu conteúdo. No entanto, um dos mais influentes filósofos do direito juspositivista, Herbert Hart, no seu pós-escrito ao livro O Conceito de Direito, sustenta a possibilidade de um positivismo brando, eventualmente chamado de positivismo inclusivo ou soft positivism. Assinale a opção que apresenta, segundo o autor na obra em referência, o conceito de positivismo brando.",O reconhecimento da existência de normas de direito natural e de que tais normas devem preceder às normas de direito positivo sempre que houver conflito entre elas.,"A jurisprudência deve ser considerada como fonte do direito da mesma forma que a lei, de maneira a produzir uma equivalência entre o sistema de common law ou de direito consuetudinário e sistema de civil law ou de direito romano-germânico.","O positivismo brando ocorre no campo das ciências sociais, não possuindo, portanto, o mesmo rigor científico exigido no campo das ciências da natureza.","A possibilidade de que a norma de reconhecimento de um ordenamento jurídico incorpore, como critério de validade jurídica, a obediência a princípios morais ou valores substantivos.",D,"Segundo Herbert Hart, o positivismo brando, ou incluso, constitui uma corrente positivista capaz de acolher a ideia de separação entre o direito e a moral. Ressalvando, no entanto, que essa distinção é flexível, uma vez que existem sistemas jurídicos que apresentariam a incorporação de critérios morais*. *A Consolidação do Positivismo Incluso."
xxii,13,"O Presidente da República descumpriu ordem judicial, emanada de autoridade competente, impondo à União o pagamento de vantagens atrasadas, devidas aos servidores públicos federais ativos e inativos. A Advocacia Geral da União argumentava que a mora era justificável por conta da ausência de previsão de recursos públicos em lei orçamentária específica. Apesar disso, um grupo de parlamentares, interessado em provocar a atuação do Ministério Público, entendeu ter ocorrido crime comum de desobediência, procurando você para que, como advogado(a), informe que órgão seria competente para julgar ilícito dessa natureza. Dito isto e a par da conduta descrita, é correto afirmar que o Presidente da República deve ser julgado","pela Câmara dos Deputados, após autorização do Senado Federal.","pelo Senado Federal, após autorização da Câmara dos Deputados.","pelo Supremo Tribunal Federal, após autorização da Câmara dos Deputados.","pelo Supremo Tribunal Federal, após autorização do Congresso Nacional.",C,"São crimes de responsabilidade atribuído aos atos do Presidente da República aqueles que atentem contra a Constituição Federal, incluindo o descumprimento das leis e das decisões judiciais, conforme se observa no artigo 85, inciso VII da Constituição Federal. Na hipótese de infrações penais comuns, o Presidente da República deverá ser julgado pelo STF após a autorização de 2/3 da Câmara dos Deputados, na forma do artigo 86 da Constituição Federal."
xxii,14,"A teoria dimensional dos direitos fundamentais examina os diferentes regimes jurídicos de proteção desses direitos ao longo do constitucionalismo democrático, desde as primeiras Constituições liberais até os dias de hoje. Nesse sentido, a teoria dimensional tem o mérito de mostrar o perfil de evolução da proteção jurídica dos direitos fundamentais ao longo dos diferentes paradigmas do Estado de Direito, notadamente do Estado Liberal de Direito e do Estado Democrático Social de Direito. Essa perspectiva, calcada nas dimensões ou gerações de direitos, não apenas projeta o caráter cumulativo da evolução protetiva, mas também demonstra o contexto de unidade e indivisibilidade do catálogo de direitos fundamentais do cidadão comum. A partir dos conceitos da teoria dimensional dos direitos fundamentais, assinale a afirmativa correta.","Os direitos estatais prestacionais, ligados ao Estado Liberal de Direito, nasceram atrelados ao princípio da igualdade formal perante a lei, perfazendo a primeira dimensão de direitos.","A chamada reserva do possível fática, relacionada à escassez de recursos econômicos e financeiros do Estado, não tem nenhuma influência na efetividade dos direitos fundamentais de segunda dimensão do Estado Democrático Social de Direito.","O conceito de direitos coletivos de terceira dimensão se relaciona aos direitos transindividuais de natureza indivisível de que sejam titulares pessoas indeterminadas e ligadas por circunstâncias de fato, como ocorre com o direito ao meio ambiente.","Sob a égide da estatalidade mínima do Estado Liberal, os direitos negativos de defesa dotados de natureza absenteísta são corretamente classificados como direitos de primeira dimensão.",D,"Os direitos de defesa (liberdades negativas) são classificados na 1° geração de direitos fundamentais, estando relacionados ao Estado Liberal de direito*. *Os direitos fundamentais: suas dimensões e sua incidência na Constituição - Constitucional - Âmbito Jurídico."
xxii,15,"Enzo, brasileiro naturalizado há três anos, apaixonado por ópera, ao saber que a sociedade empresária de radiodifusão, Rádio WXZ, situada na capital do Estado Alfa, encontra-se em dificuldade econômica, apresenta uma proposta para ingressar na sociedade. Nessa proposta, compromete-se a adquirir 25% do capital total da sociedade empresária, com a condição inafastável de que o controle total sobre o conteúdo da programação veiculada pela rádio seja de sua inteira responsabilidade, de forma a garantir a inclusão de um programa diário, com duração de uma hora, sobre ópera. A proposta foi aceita pelos atuais sócios, mas Enzo, preocupado com a licitude do negócio, dada a sua condição de brasileiro naturalizado, procura a consultoria de um advogado. Considerando a hipótese apresentada, segundo o sistema jurídico-constitucional brasileiro, assinale a afirmativa correta.","Não será possível a concretização do negócio nos termos apresentados, tendo em vista que a Constituição da República não permite que os meios de comunicação divulguem manifestações culturais estrangeiras.","Será possível a concretização do negócio nos termos apresentados, posto que Enzo é brasileiro naturalizado e a Constituição da República veda qualquer distinção entre brasileiro nato e brasileiro naturalizado.","Não será possível a concretização do negócio nos termos acima apresentados, pois a Constituição da República veda que brasileiro naturalizado há menos de dez anos possa estabelecer o conteúdo da programação da rádio.","Será possível a concretização do negócio nos termos acima apresentados, pois a Constituição da República, em respeito aos princípios liberais que sustenta, não interfere no conteúdo pactuado entre contratantes privados.",C,"A propriedade de empresa jornalística e de radiodifusão sonora e de sons e imagens é privativa de brasileiros natos ou naturalizados há mais de dez anos (e não de apenas três), ou de pessoas jurídicas constituídas sob as leis brasileiras e que tenham sede no País, conforme dispõe o artigo 222, parágrafo 2º da Constituição Federal."
xxii,16,"Carlos, contando com 59 (cinquenta e nove) anos de idade, resolve se inscrever em concurso público para o cargo de Agente de Polícia, dos quadros da Policia Civil do Estado Beta. Todavia, sua inscrição é negada com base no edital, que reproduz a Lei Estadual X, segundo a qual o candidato, no momento da inscrição, deve ter entre 18 (dezoito) e 32 (trinta e dois) anos de idade. Inconformado, Carlos consulta um advogado a respeito de possível violação do direito fundamental à igualdade. Diante do caso concreto, assinale a opção que se harmoniza com a ordem jurídico-constitucional brasileira.","Houve violação ao princípio da igualdade, pois o sistema jurídico-constitucional brasileiro veda, em caráter absoluto, que a lei estabeleça requisitos de ordem etária para o provimento de cargos públicos.","Não houve violação ao princípio da igualdade, pois o sistema jurídico-constitucional brasileiro permite que a lei estabeleça limite de idade para inscrição em concurso público quando tal medida se justificar pela natureza das atribuições do cargo a ser preenchido.","Houve violação ao princípio da razoabilidade, pois as atividades inerentes ao cargo a ser ocupado não justificam a previsão do critério etário como requisito para inscrição no concurso público que visa ao seu provimento.","Não houve violação ao princípio da igualdade, pois o sistema jurídico-constitucional brasileiro concede aos administradores públicos poder discricionário para definir, por via editalícia, independentemente da lei, os limites etários para a participação em concursos.",B,"A maioria dos concursos públicos exige que o candidato tenha pelo menos 18 anos de idade até a data de posse, outros, ainda, requerer a idade máxima de 65 anos. Mas, de acordo com a Constituição Federal, artigo 7º, inciso XXX, não há limite de idade para prestar concursos público. Portanto, legalmente, não existe uma idade máxima para prestar concurso público. No entanto, a limitação encontra-se nos pré-requisitos e, consequentemente, no nível de qualificação."
xxii,17,"O Presidente da República, objetivando adotar medidas urgentes para melhorar o desempenho da máquina burocrática pública, solicita delegação ao Congresso Nacional a fim de normatizar, por meio de lei delegada, a tramitação mais eficiente de processos no âmbito da Administração Pública. O Congresso Nacional, embora tenha concordado com o pedido formulado, especifica, por meio de resolução, que o projeto de lei delegada proposto pelo Presidente da República, antes de adentrar o sistema jurídico vigente pela via legal, deverá ser por ele avaliado. O Presidente da República, tendo dúvidas sobre se a condição imposta pelo Poder Legislativo é violadora da ordem jurídico-constitucional brasileira, solicita esclarecimentos à sua assessoria jurídica. Sobre a exigência do Congresso Nacional, assinale a afirmativa correta.","A exigência é constitucional, posto que a CRFB/88 prevê a possibilidade de controle prévio sobre o conteúdo normativo da delegação, quando a resolução assim o previr.","A exigência é inconstitucional, posto que a autorização para a edição de lei delegada, quando concedido pelo Congresso Nacional, retira desse órgão qualquer possibilidade de controle sobre o seu conteúdo.","A exigência é constitucional, podendo o Parlamento arrogar-se o direito de propor emendas ao conteúdo normativo do projeto de lei proposto pelo Presidente da República.","A exigência é inconstitucional, pois a lei delegada é espécie normativa cujo fundamento encontra-se alicerçado no princípio da total independência de um Poder nos assuntos de outro.",A,"O artigo 68, parágrafo 3º da Constituição Federal, estabelece que em se tratando de leis delegadas, se a resolução determinar a apreciação do projeto pelo Congresso Nacional, este a fará em votação única, sendo vedada qualquer emenda. Ou seja, este dispositivo prevê a possibilidade de controle prévio sobre o conteúdo normativo da delegação, quando a resolução assim o previr."
